text,label
"Hello, this is a reminder that your appointment with Northwind Bank is confirmed for Tuesday at 3:15 PM. Reply to this email if you need to reschedule.",safe
"Hi team, this week's newsletter is out — highlights and updates from Vertex Software are here: https://www.harborinsurance.com/account",safe
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://brightpay-secure-login.xyz/verify,phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
"Dear valued customer, our records show your Orbit Telecom password will expire today. Click below to reset it now and keep your account active: http://summitretail.com@labegiol.ru/session",phishing
"Hi Carlos, this is Meridian Health Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://billing-alert.xyz/login",phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://87.254.71.164/login/verify,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://90.91.217.118/login/verify,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://yourcompany.com@jpnefelc.ru/session,phishing
"Dear Wei, your recent statement from Meridian Health is now available in your online account: https://www.cascadecloud.io/support",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://nam148p0tvhhpb.info/index.php?verify=1,phishing
"Dear Morgan, your Summit Retail account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://cascadecloud-secure-login.ga/verify",phishing
"Hi Liam, the quarterly report from Orbit Telecom is ready for review. You can access it here: https://www.vertexsoftware.dev/support",safe
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://summitretail-secure-login.xyz/verify,phishing
"Hi team, this week's newsletter is out — highlights and updates from Vertex Software are here: https://www.vertexsoftware.dev/newsletter",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://billing-alert.top/login,phishing
ACTION REQUIRED: Unusual sign-in activity was detected on your account. Confirm it was you within 24 hours or your account will be locked: http://brightpay-secure-login.tk/verify,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://228.28.191.142/login/verify,phishing
"Hello, this is a reminder that your appointment with Cascade Cloud is confirmed for Tuesday at 10:30 AM. Reply to this email if you need to reschedule.",safe
"Hello Liam, please find attached the invoice for last month's services from Orbit Telecom. Let us know if anything looks off.",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://253.221.109.178/login/verify,phishing
"Dear Liam, your recent statement from Orbit Telecom is now available in your online account: https://www.cascadecloud.io/account",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://secure-update.ga/login,phishing
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://175.8.62.96/login/verify,phishing
"Hi Sam, just a reminder that our meeting is scheduled for Tuesday at 9:00 AM. Let me know if you have any questions before then.",safe
"Hi Priya, the quarterly report from Cascade Cloud is ready for review. You can access it here: https://www.meridianhealth.org/dashboard",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Final notice: Your Harbor Insurance subscription payment failed. Please update your card details immediately to avoid cancellation: http://confirm-now.top/login,phishing
"Dear Alex, your Orbit Telecom account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://147.73.121.123/login/verify",phishing
"Hello Grace, please find attached the invoice for last month's services from Meridian Health. Let us know if anything looks off.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://northwindbank-secure-login.ga/verify,phishing
"Hi Fatima, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hey, are we still on for lunch on Monday? Let me know what time works for you.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://cascadecloud.io@pbmjmdih.ru/session,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://orbittelecom-secure-login.info/verify,phishing
Final notice: Your Vertex Software subscription payment failed. Please update your card details immediately to avoid cancellation: http://summitretail-secure-login.info/verify,phishing
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://xwd8il3fb9w1q5.info/index.php?verify=1,phishing
"Hi Omar, just a reminder that our meeting is scheduled for Wednesday at 9:00 AM. Let me know if you have any questions before then.",safe
"Hi Taylor, the quarterly report from Northwind Bank is ready for review. You can access it here: https://www.harborinsurance.com/newsletter",safe
"Hi Nina, this is Northwind Bank Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://hh6k6hg0016zzo.info/index.php?verify=1",phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://summitretail-secure-login.tk/verify,phishing
"Dear valued customer, our records show your Harbor Insurance password will expire today. Click below to reset it now and keep your account active: http://ywd14ve92mpnsm.info/index.php?verify=1",phishing
"Hello Aisha, please find attached the invoice for last month's services from Harbor Insurance. Let us know if anything looks off.",safe
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://wr7mkgxukq00u6.info/index.php?verify=1,phishing
"Hi Jordan, this is Northwind Bank Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://orbittelecom.com@nognfhdp.ru/session",phishing
"Hi Liam, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.summitretail.com/newsletter",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Final notice: Your Summit Retail subscription payment failed. Please update your card details immediately to avoid cancellation: http://meridianhealth.org@knglecal.ru/session,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://secure-update.ml/login,phishing
Congratulations Carlos! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://vertexsoftware.dev@ddidpeed.ru/session,phishing
"Hi team, this week's newsletter is out — highlights and updates from Summit Retail are here: https://www.cascadecloud.io/billing",safe
"Hi Alex, just a reminder that our meeting is scheduled for Friday at 10:30 AM. Let me know if you have any questions before then.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://brightpay-secure-login.top/verify,phishing
"Hello, this is a reminder that your appointment with Vertex Software is confirmed for Thursday at 9:00 AM. Reply to this email if you need to reschedule.",safe
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://meridianhealth-secure-login.info/verify,phishing
"Hi team, this week's newsletter is out — highlights and updates from Orbit Telecom are here: https://www.yourcompany.com/billing",safe
Congratulations Fatima! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://6af58c2jwoclyt.info/index.php?verify=1,phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://el8hl88kzruin3.info/index.php?verify=1,phishing
"Dear Taylor, your Summit Retail account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://cascadecloud-secure-login.cf/verify",phishing
"Dear Omar, your recent statement from Meridian Health is now available in your online account: https://www.harborinsurance.com/support",safe
"Hello Wei, please find attached the invoice for last month's services from Meridian Health. Let us know if anything looks off.",safe
"Hi team, this week's newsletter is out — highlights and updates from Harbor Insurance are here: https://www.orbittelecom.com/support",safe
"Hi all, just sharing the slides from today's presentation for anyone who missed the meeting. Thanks for joining!",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://hc36kof8krd5eq.info/index.php?verify=1,phishing
"Hey, are we still on for lunch on Friday? Let me know what time works for you.",safe
"Hello, this is a reminder that your appointment with Vertex Software is confirmed for Friday at 4:00 PM. Reply to this email if you need to reschedule.",safe
Congratulations Jordan! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://confirm-now.info/login,phishing
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://877vren93iiuc0.info/index.php?verify=1",phishing
"Hello Aisha, please find attached the invoice for last month's services from Cascade Cloud. Let us know if anything looks off.",safe
"Hi team, this week's newsletter is out — highlights and updates from BrightPay are here: https://www.meridianhealth.org/support",safe
"Hi Jordan, this is Vertex Software Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://account-verify.top/login",phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://215.102.202.127/login/verify,phishing
"Hello Wei, please find attached the invoice for last month's services from Cascade Cloud. Let us know if anything looks off.",safe
"Hi team, this week's newsletter is out — highlights and updates from Northwind Bank are here: https://www.meridianhealth.org/newsletter",safe
"Dear Priya, your recent statement from Summit Retail is now available in your online account: https://www.meridianhealth.org/billing",safe
"Dear Omar, thank you for your recent purchase from Cascade Cloud. Your order #32662 has shipped and should arrive by Wednesday.",safe
Final notice: Your Summit Retail subscription payment failed. Please update your card details immediately to avoid cancellation: http://summitretail-secure-login.ml/verify,phishing
"Dear Liam, thank you for your recent purchase from Northwind Bank. Your order #92441 has shipped and should arrive by Monday.",safe
"Dear Morgan, your Harbor Insurance account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://meridianhealth.org@gnhkkenp.ru/session",phishing
"Hello, this is a reminder that your appointment with BrightPay is confirmed for Wednesday at 4:00 PM. Reply to this email if you need to reschedule.",safe
"Hi team, this week's newsletter is out — highlights and updates from Cascade Cloud are here: https://www.yourcompany.com/support",safe
Final notice: Your Northwind Bank subscription payment failed. Please update your card details immediately to avoid cancellation: http://secure-update.ga/login,phishing
"Hi Sam, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi Daniel, the quarterly report from Cascade Cloud is ready for review. You can access it here: https://www.orbittelecom.com/support",safe
Congratulations Grace! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://billing-alert.ga/login,phishing
Final notice: Your Meridian Health subscription payment failed. Please update your card details immediately to avoid cancellation: http://account-verify.cf/login,phishing
"Dear Sam, your recent statement from Summit Retail is now available in your online account: https://www.northwindbank.com/dashboard",safe
"Hi Taylor, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
Congratulations Fatima! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://billing-alert.ga/login,phishing
"Dear valued customer, our records show your Meridian Health password will expire today. Click below to reset it now and keep your account active: http://trbad3wrdhw9re.info/index.php?verify=1",phishing
"Dear Sam, your Vertex Software account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://6xatoaztkszp7g.info/index.php?verify=1",phishing
"Hi Taylor, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
"Hi team, this week's newsletter is out — highlights and updates from Cascade Cloud are here: https://www.cascadecloud.io/billing",safe
"Dear Omar, your recent statement from Harbor Insurance is now available in your online account: https://www.orbittelecom.com/dashboard",safe
"Dear Nina, your recent statement from Meridian Health is now available in your online account: https://www.orbittelecom.com/newsletter",safe
"Hi Grace, following up on our call earlier — I've attached the notes and next steps we discussed. Talk soon.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://account-verify.top/login,phishing
URGENT SECURITY ALERT: We detected a login attempt from an unrecognized device. Verify your identity now to avoid losing access to your account: http://vertexsoftware-secure-login.tk/verify,phishing
"Hi Alex, just a reminder that our meeting is scheduled for Friday at 4:00 PM. Let me know if you have any questions before then.",safe
Your payment of $249.99 could not be processed. Update your billing information immediately to avoid service interruption: http://brightpay.com@kokehjlb.ru/session,phishing
"Hello, this is a reminder that your appointment with Meridian Health is confirmed for Monday at 3:15 PM. Reply to this email if you need to reschedule.",safe
"Hey, are we still on for lunch on Monday? Let me know what time works for you.",safe
"Hi Wei, this is Northwind Bank Support. We noticed a failed delivery attempt for your package. Confirm your address here to reschedule: http://pahkz2u2tnheyr.info/index.php?verify=1",phishing
"Hello, this is a reminder that your appointment with BrightPay is confirmed for Monday at 4:00 PM. Reply to this email if you need to reschedule.",safe
Congratulations Jordan! You have been selected to win a $500 gift card. Claim your prize now before it expires: http://bm1enf313fpoyi.info/index.php?verify=1,phishing
Your mailbox has exceeded its storage limit and new emails will be rejected. Verify your account now to restore full access: http://brightpay-secure-login.cf/verify,phishing
Final notice: Your Orbit Telecom subscription payment failed. Please update your card details immediately to avoid cancellation: http://account-verify.cf/login,phishing
"Dear valued customer, our records show your Summit Retail password will expire today. Click below to reset it now and keep your account active: http://secure-update.ml/login",phishing
We have processed a refund of $89.00 to your account by mistake. Please click here to return the funds immediately to avoid legal action: http://hu7f0i9g5dzx5q.info/index.php?verify=1,phishing
"Hi Carlos, the quarterly report from Northwind Bank is ready for review. You can access it here: https://www.brightpay.com/support",safe
"Dear Liam, your Orbit Telecom account has been suspended due to unusual activity. Click here to verify your account immediately or it will be permanently closed within 24 hours: http://summitretail.com@fcckblpb.ru/session",phishing
